time_s,host_id,vm_id,cpu_util,power_w,temp_c,label
224.9,0,0,0.250,603.64,48.6,1
224.9,1,1,0.250,601.39,46.3,1
224.9,2,2,0.250,603.33,48.3,1
224.9,0,3,0.250,601.38,47.2,1
224.9,1,4,0.250,602.32,47.1,1
224.9,2,5,0.250,601.93,49.1,1
225.0,0,0,0.250,603.64,48.6,1
225.0,1,1,0.250,601.39,46.3,1
225.0,2,2,0.250,603.33,48.3,1
225.0,0,3,0.250,601.38,47.2,1
225.0,1,4,0.250,602.32,47.1,1
225.0,2,5,0.250,601.93,49.1,1
225.1,0,0,0.250,603.64,48.6,1
225.1,1,1,0.250,601.39,46.3,1
225.1,2,2,0.250,603.33,48.3,1
225.1,0,3,0.250,601.38,47.2,1
225.1,1,4,0.250,602.32,47.1,1
225.1,2,5,0.250,601.93,49.1,1
225.2,0,0,0.250,603.64,48.6,1
225.2,1,1,0.250,601.39,46.3,1
225.2,2,2,0.250,603.33,48.3,1
225.2,0,3,0.250,601.38,47.2,1
225.2,1,4,0.250,602.32,47.1,1
225.2,2,5,0.250,601.93,49.1,1
225.3,0,0,0.250,603.64,48.6,1
225.3,1,1,0.250,601.39,46.3,1
225.3,2,2,0.250,603.33,48.3,1
225.3,0,3,0.250,601.38,47.2,1
225.3,1,4,0.250,602.32,47.1,1
225.3,2,5,0.250,601.93,49.1,1
225.4,0,0,0.250,603.64,48.6,1
225.4,1,1,0.250,601.39,46.3,1
225.4,2,2,0.250,603.33,48.3,1
225.4,0,3,0.250,601.38,47.2,1
225.4,1,4,0.250,602.32,47.1,1
225.4,2,5,0.250,601.93,49.1,1
225.5,0,0,0.250,603.64,48.6,1
225.5,1,1,0.250,601.39,46.3,1
225.5,2,2,0.250,603.33,48.3,1
225.5,0,3,0.250,601.38,47.2,1
225.5,1,4,0.250,602.32,47.1,1
225.5,2,5,0.250,601.93,49.1,1
225.6,0,0,0.250,603.64,48.6,1
225.6,1,1,0.250,601.39,46.3,1
225.6,2,2,0.250,603.33,48.3,1
225.6,0,3,0.250,601.38,47.2,1
225.6,1,4,0.250,602.32,47.1,1
225.6,2,5,0.250,601.93,49.1,1
225.7,0,0,0.250,603.64,48.6,1
225.7,1,1,0.250,601.39,46.3,1
225.7,2,2,0.250,603.33,48.3,1
225.7,0,3,0.250,601.38,47.2,1
225.7,1,4,0.250,602.32,47.1,1
225.7,2,5,0.250,601.93,49.1,1
225.8,0,0,0.250,603.64,48.6,1
225.8,1,1,0.250,601.39,46.3,1
225.8,2,2,0.250,603.33,48.3,1
225.8,0,3,0.250,601.38,47.2,1
225.8,1,4,0.250,602.32,47.1,1
225.8,2,5,0.250,601.93,49.1,1
225.9,0,0,0.250,603.64,48.6,1
225.9,1,1,0.250,601.39,46.3,1
225.9,2,2,0.250,603.33,48.3,1
225.9,0,3,0.250,601.38,47.2,1
225.9,1,4,0.250,602.32,47.1,1
225.9,2,5,0.250,601.93,49.1,1
226.0,0,0,0.250,603.64,48.6,1
226.0,1,1,0.250,601.39,46.3,1
226.0,2,2,0.250,603.33,48.3,1
226.0,0,3,0.250,601.38,47.2,1
226.0,1,4,0.250,602.32,47.1,1
226.0,2,5,0.250,601.93,49.1,1
226.1,0,0,0.250,603.64,48.6,1
226.1,1,1,0.250,601.39,46.3,1
226.1,2,2,0.250,603.33,48.3,1
226.1,0,3,0.250,601.38,47.2,1
226.1,1,4,0.250,602.32,47.1,1
226.1,2,5,0.250,601.93,49.1,1
226.2,0,0,0.250,603.64,48.6,1
226.2,1,1,0.250,601.39,46.3,1
226.2,2,2,0.250,603.33,48.3,1
226.2,0,3,0.250,601.38,47.2,1
226.2,1,4,0.250,602.32,47.1,1
226.2,2,5,0.250,601.93,49.1,1
226.3,0,0,0.250,603.64,48.6,1
226.3,1,1,0.250,601.39,46.3,1
226.3,2,2,0.250,603.33,48.3,1
226.3,0,3,0.250,601.38,47.2,1
226.3,1,4,0.250,602.32,47.1,1
226.3,2,5,0.250,601.93,49.1,1
226.4,0,0,0.250,603.64,48.6,1
226.4,1,1,0.250,601.39,46.3,1
226.4,2,2,0.250,603.33,48.3,1
226.4,0,3,0.250,601.38,47.2,1
226.4,1,4,0.250,602.32,47.1,1
226.4,2,5,0.250,601.93,49.1,1
226.5,0,0,0.250,603.64,48.6,1
226.5,1,1,0.250,601.39,46.3,1
226.5,2,2,0.250,603.33,48.3,1
226.5,0,3,0.250,601.38,47.2,1
226.5,1,4,0.250,602.32,47.1,1
226.5,2,5,0.250,601.93,49.1,1
226.6,0,0,0.250,603.64,48.6,1
226.6,1,1,0.250,601.39,46.3,1
226.6,2,2,0.250,603.33,48.3,1
226.6,0,3,0.250,601.38,47.2,1
226.6,1,4,0.250,602.32,47.1,1
226.6,2,5,0.250,601.93,49.1,1
226.7,0,0,0.250,603.64,48.6,1
226.7,1,1,0.250,601.39,46.3,1
226.7,2,2,0.250,603.33,48.3,1
226.7,0,3,0.250,601.38,47.2,1
226.7,1,4,0.250,602.32,47.1,1
226.7,2,5,0.250,601.93,49.1,1
226.8,0,0,0.250,603.64,48.6,1
226.8,1,1,0.250,601.39,46.3,1
226.8,2,2,0.250,603.33,48.3,1
226.8,0,3,0.250,601.38,47.2,1
226.8,1,4,0.250,602.32,47.1,1
226.8,2,5,0.250,601.93,49.1,1
226.9,0,0,0.250,603.64,48.6,1
226.9,1,1,0.250,601.39,46.3,1
226.9,2,2,0.250,603.33,48.3,1
226.9,0,3,0.250,601.38,47.2,1
226.9,1,4,0.250,602.32,47.1,1
226.9,2,5,0.250,601.93,49.1,1
227.0,0,0,0.250,603.64,48.6,1
227.0,1,1,0.250,601.39,46.3,1
227.0,2,2,0.250,603.33,48.3,1
227.0,0,3,0.250,601.38,47.2,1
227.0,1,4,0.250,602.32,47.1,1
227.0,2,5,0.250,601.93,49.1,1
227.1,0,0,0.250,603.64,48.6,1
227.1,1,1,0.250,601.39,46.3,1
227.1,2,2,0.250,603.33,48.3,1
227.1,0,3,0.250,601.38,47.2,1
227.1,1,4,0.250,602.32,47.1,1
227.1,2,5,0.250,601.93,49.1,1
227.2,0,0,0.250,603.64,48.6,1
227.2,1,1,0.250,601.39,46.3,1
227.2,2,2,0.250,603.33,48.3,1
227.2,0,3,0.250,601.38,47.2,1
227.2,1,4,0.250,602.32,47.1,1
227.2,2,5,0.250,601.93,49.1,1
227.3,0,0,0.250,603.64,48.6,1
227.3,1,1,0.250,601.39,46.3,1
227.3,2,2,0.250,603.33,48.3,1
227.3,0,3,0.250,601.38,47.2,1
227.3,1,4,0.250,602.32,47.1,1
227.3,2,5,0.250,601.93,49.1,1
227.4,0,0,0.250,603.64,48.6,1
227.4,1,1,0.250,601.39,46.3,1
227.4,2,2,0.250,603.33,48.3,1
227.4,0,3,0.250,601.38,47.2,1
227.4,1,4,0.250,602.32,47.1,1
227.4,2,5,0.250,601.93,49.1,1
227.5,0,0,0.250,603.64,48.6,1
227.5,1,1,0.250,601.39,46.3,1
227.5,2,2,0.250,603.33,48.3,1
227.5,0,3,0.250,601.38,47.2,1
227.5,1,4,0.250,602.32,47.1,1
227.5,2,5,0.250,601.93,49.1,1
227.6,0,0,0.250,603.64,48.6,1
227.6,1,1,0.250,601.39,46.3,1
227.6,2,2,0.250,603.33,48.3,1
227.6,0,3,0.250,601.38,47.2,1
227.6,1,4,0.250,602.32,47.1,1
227.6,2,5,0.250,601.93,49.1,1
227.7,0,0,0.250,603.64,48.6,1
227.7,1,1,0.250,601.39,46.3,1
227.7,2,2,0.250,603.33,48.3,1
227.7,0,3,0.250,601.38,47.2,1
227.7,1,4,0.250,602.32,47.1,1
227.7,2,5,0.250,601.93,49.1,1
227.8,0,0,0.250,603.64,48.6,1
227.8,1,1,0.250,601.39,46.3,1
227.8,2,2,0.250,603.33,48.3,1
227.8,0,3,0.250,601.38,47.2,1
227.8,1,4,0.250,602.32,47.1,1
227.8,2,5,0.250,601.93,49.1,1
227.9,0,0,0.250,603.64,48.6,1
227.9,1,1,0.250,601.39,46.3,1
227.9,2,2,0.250,603.33,48.3,1
227.9,0,3,0.250,601.38,47.2,1
227.9,1,4,0.250,602.32,47.1,1
227.9,2,5,0.250,601.93,49.1,1
228.0,0,0,0.250,603.64,48.6,1
228.0,1,1,0.250,601.39,46.3,1
228.0,2,2,0.250,603.33,48.3,1
228.0,0,3,0.250,601.38,47.2,1
228.0,1,4,0.250,602.32,47.1,1
228.0,2,5,0.250,601.93,49.1,1
228.1,0,0,0.250,603.64,48.6,1
228.1,1,1,0.250,601.39,46.3,1
228.1,2,2,0.250,603.33,48.3,1
228.1,0,3,0.250,601.38,47.2,1
228.1,1,4,0.250,602.32,47.1,1
228.1,2,5,0.250,601.93,49.1,1
228.2,0,0,0.250,603.64,48.6,1
228.2,1,1,0.250,601.39,46.3,1
228.2,2,2,0.250,603.33,48.3,1
228.2,0,3,0.250,601.38,47.2,1
228.2,1,4,0.250,602.32,47.1,1
228.2,2,5,0.250,601.93,49.1,1
228.3,0,0,0.250,603.64,48.6,1
228.3,1,1,0.250,601.39,46.3,1
228.3,2,2,0.250,603.33,48.3,1
228.3,0,3,0.250,601.38,47.2,1
228.3,1,4,0.250,602.32,47.1,1
228.3,2,5,0.250,601.93,49.1,1
228.4,0,0,0.250,603.64,48.6,1
228.4,1,1,0.250,601.39,46.3,1
228.4,2,2,0.250,603.33,48.3,1
228.4,0,3,0.250,601.38,47.2,1
228.4,1,4,0.250,602.32,47.1,1
228.4,2,5,0.250,601.93,49.1,1
228.5,0,0,0.250,603.64,48.6,1
228.5,1,1,0.250,601.39,46.3,1
228.5,2,2,0.250,603.33,48.3,1
228.5,0,3,0.250,601.38,47.2,1
228.5,1,4,0.250,602.32,47.1,1
228.5,2,5,0.250,601.93,49.1,1
228.6,0,0,0.250,603.64,48.6,1
228.6,1,1,0.250,601.39,46.3,1
228.6,2,2,0.250,603.33,48.3,1
228.6,0,3,0.250,601.38,47.2,1
228.6,1,4,0.250,602.32,47.1,1
228.6,2,5,0.250,601.93,49.1,1
228.7,0,0,0.250,603.64,48.6,1
228.7,1,1,0.250,601.39,46.3,1
228.7,2,2,0.250,603.33,48.3,1
228.7,0,3,0.250,601.38,47.2,1
228.7,1,4,0.250,602.32,47.1,1
228.7,2,5,0.250,601.93,49.1,1
228.8,0,0,0.250,603.64,48.6,1
228.8,1,1,0.250,601.39,46.3,1
228.8,2,2,0.250,603.33,48.3,1
228.8,0,3,0.250,601.38,47.2,1
228.8,1,4,0.250,602.32,47.1,1
228.8,2,5,0.250,601.93,49.1,1
228.9,0,0,0.250,603.64,48.6,1
228.9,1,1,0.250,601.39,46.3,1
228.9,2,2,0.250,603.33,48.3,1
228.9,0,3,0.250,601.38,47.2,1
228.9,1,4,0.250,602.32,47.1,1
228.9,2,5,0.250,601.93,49.1,1
229.0,0,0,0.250,603.64,48.6,1
229.0,1,1,0.250,601.39,46.3,1
229.0,2,2,0.250,603.33,48.3,1
229.0,0,3,0.250,601.38,47.2,1
229.0,1,4,0.250,602.32,47.1,1
229.0,2,5,0.250,601.93,49.1,1
229.1,0,0,0.250,603.64,48.6,1
229.1,1,1,0.250,601.39,46.3,1
229.1,2,2,0.250,603.33,48.3,1
229.1,0,3,0.250,601.38,47.2,1
229.1,1,4,0.250,602.32,47.1,1
229.1,2,5,0.250,601.93,49.1,1
229.2,0,0,0.250,603.64,48.6,1
229.2,1,1,0.250,601.39,46.3,1
229.2,2,2,0.250,603.33,48.3,1
229.2,0,3,0.250,601.38,47.2,1
229.2,1,4,0.250,602.32,47.1,1
229.2,2,5,0.250,601.93,49.1,1
229.3,0,0,0.250,603.64,48.6,1
229.3,1,1,0.250,601.39,46.3,1
229.3,2,2,0.250,603.33,48.3,1
229.3,0,3,0.250,601.38,47.2,1
229.3,1,4,0.250,602.32,47.1,1
229.3,2,5,0.250,601.93,49.1,1
229.4,0,0,0.250,603.64,48.6,1
229.4,1,1,0.250,601.39,46.3,1
229.4,2,2,0.250,603.33,48.3,1
229.4,0,3,0.250,601.38,47.2,1
229.4,1,4,0.250,602.32,47.1,1
229.4,2,5,0.250,601.93,49.1,1
229.5,0,0,0.250,603.64,48.6,1
229.5,1,1,0.250,601.39,46.3,1
229.5,2,2,0.250,603.33,48.3,1
229.5,0,3,0.250,601.38,47.2,1
229.5,1,4,0.250,602.32,47.1,1
229.5,2,5,0.250,601.93,49.1,1
229.6,0,0,0.250,603.64,48.6,1
229.6,1,1,0.250,601.39,46.3,1
229.6,2,2,0.250,603.33,48.3,1
229.6,0,3,0.250,601.38,47.2,1
229.6,1,4,0.250,602.32,47.1,1
229.6,2,5,0.250,601.93,49.1,1
229.7,0,0,0.250,603.64,48.6,1
229.7,1,1,0.250,601.39,46.3,1
229.7,2,2,0.250,603.33,48.3,1
229.7,0,3,0.250,601.38,47.2,1
229.7,1,4,0.250,602.32,47.1,1
229.7,2,5,0.250,601.93,49.1,1
229.8,0,0,0.250,603.64,48.6,1
229.8,1,1,0.250,601.39,46.3,1
229.8,2,2,0.250,603.33,48.3,1
229.8,0,3,0.250,601.38,47.2,1
229.8,1,4,0.250,602.32,47.1,1
229.8,2,5,0.250,601.93,49.1,1
229.9,0,0,0.250,603.64,48.6,1
229.9,1,1,0.250,601.39,46.3,1
229.9,2,2,0.250,603.33,48.3,1
229.9,0,3,0.250,601.38,47.2,1
229.9,1,4,0.250,602.32,47.1,1
229.9,2,5,0.250,601.93,49.1,1
230.0,0,0,0.250,603.64,48.6,1
230.0,1,1,0.250,601.39,46.3,1
230.0,2,2,0.250,603.33,48.3,1
230.0,0,3,0.250,601.38,47.2,1
230.0,1,4,0.250,602.32,47.1,1
230.0,2,5,0.250,601.93,49.1,1
230.1,0,0,0.250,603.64,48.6,1
230.1,1,1,0.250,601.39,46.3,1
230.1,2,2,0.250,603.33,48.3,1
230.1,0,3,0.250,601.38,47.2,1
230.1,1,4,0.250,602.32,47.1,1
230.1,2,5,0.250,601.93,49.1,1
230.2,0,0,0.250,603.64,48.6,1
230.2,1,1,0.250,601.39,46.3,1
230.2,2,2,0.250,603.33,48.3,1
230.2,0,3,0.250,601.38,47.2,1
230.2,1,4,0.250,602.32,47.1,1
230.2,2,5,0.250,601.93,49.1,1
230.3,0,0,0.250,603.64,48.6,1
230.3,1,1,0.250,601.39,46.3,1
230.3,2,2,0.250,603.33,48.3,1
230.3,0,3,0.250,601.38,47.2,1
230.3,1,4,0.250,602.32,47.1,1
230.3,2,5,0.250,601.93,49.1,1
230.4,0,0,0.250,603.64,48.6,1
230.4,1,1,0.250,601.39,46.3,1
230.4,2,2,0.250,603.33,48.3,1
230.4,0,3,0.250,601.38,47.2,1
230.4,1,4,0.250,602.32,47.1,1
230.4,2,5,0.250,601.93,49.1,1
230.5,0,0,0.250,603.64,48.6,1
230.5,1,1,0.250,601.39,46.3,1
230.5,2,2,0.250,603.33,48.3,1
230.5,0,3,0.250,601.38,47.2,1
230.5,1,4,0.250,602.32,47.1,1
230.5,2,5,0.250,601.93,49.1,1
230.6,0,0,0.250,603.64,48.6,1
230.6,1,1,0.250,601.39,46.3,1
230.6,2,2,0.250,603.33,48.3,1
230.6,0,3,0.250,601.38,47.2,1
230.6,1,4,0.250,602.32,47.1,1
230.6,2,5,0.250,601.93,49.1,1
230.7,0,0,0.250,603.64,48.6,1
230.7,1,1,0.250,601.39,46.3,1
230.7,2,2,0.250,603.33,48.3,1
230.7,0,3,0.250,601.38,47.2,1
230.7,1,4,0.250,602.32,47.1,1
230.7,2,5,0.250,601.93,49.1,1
230.8,0,0,0.250,603.64,48.6,1
230.8,1,1,0.250,601.39,46.3,1
230.8,2,2,0.250,603.33,48.3,1
230.8,0,3,0.250,601.38,47.2,1
230.8,1,4,0.250,602.32,47.1,1
230.8,2,5,0.250,601.93,49.1,1
230.9,0,0,0.250,603.64,48.6,1
230.9,1,1,0.250,601.39,46.3,1
230.9,2,2,0.250,603.33,48.3,1
230.9,0,3,0.250,601.38,47.2,1
230.9,1,4,0.250,602.32,47.1,1
230.9,2,5,0.250,601.93,49.1,1
231.0,0,0,0.250,603.64,48.6,1
231.0,1,1,0.250,601.39,46.3,1
231.0,2,2,0.250,603.33,48.3,1
231.0,0,3,0.250,601.38,47.2,1
231.0,1,4,0.250,602.32,47.1,1
231.0,2,5,0.250,601.93,49.1,1
231.1,0,0,0.250,603.64,48.6,1
231.1,1,1,0.250,601.39,46.3,1
231.1,2,2,0.250,603.33,48.3,1
231.1,0,3,0.250,601.38,47.2,1
231.1,1,4,0.250,602.32,47.1,1
231.1,2,5,0.250,601.93,49.1,1
231.2,0,0,0.250,603.64,48.6,1
231.2,1,1,0.250,601.39,46.3,1
231.2,2,2,0.250,603.33,48.3,1
231.2,0,3,0.250,601.38,47.2,1
231.2,1,4,0.250,602.32,47.1,1
231.2,2,5,0.250,601.93,49.1,1
231.3,0,0,0.250,603.64,48.6,1
231.3,1,1,0.250,601.39,46.3,1
231.3,2,2,0.250,603.33,48.3,1
231.3,0,3,0.250,601.38,47.2,1
231.3,1,4,0.250,602.32,47.1,1
231.3,2,5,0.250,601.93,49.1,1
231.4,0,0,0.250,603.64,48.6,1
231.4,1,1,0.250,601.39,46.3,1
231.4,2,2,0.250,603.33,48.3,1
231.4,0,3,0.250,601.38,47.2,1
231.4,1,4,0.250,602.32,47.1,1
231.4,2,5,0.250,601.93,49.1,1
231.5,0,0,0.250,603.64,48.6,1
231.5,1,1,0.250,601.39,46.3,1
231.5,2,2,0.250,603.33,48.3,1
231.5,0,3,0.250,601.38,47.2,1
231.5,1,4,0.250,602.32,47.1,1
231.5,2,5,0.250,601.93,49.1,1
231.6,0,0,0.250,603.64,48.6,1
231.6,1,1,0.250,601.39,46.3,1
231.6,2,2,0.250,603.33,48.3,1
231.6,0,3,0.250,601.38,47.2,1
231.6,1,4,0.250,602.32,47.1,1
231.6,2,5,0.250,601.93,49.1,1
231.7,0,0,0.250,603.64,48.6,1
231.7,1,1,0.250,601.39,46.3,1
231.7,2,2,0.250,603.33,48.3,1
231.7,0,3,0.250,601.38,47.2,1
231.7,1,4,0.250,602.32,47.1,1
231.7,2,5,0.250,601.93,49.1,1
231.8,0,0,0.250,603.64,48.6,1
231.8,1,1,0.250,601.39,46.3,1
231.8,2,2,0.250,603.33,48.3,1
231.8,0,3,0.250,601.38,47.2,1
231.8,1,4,0.250,602.32,47.1,1
231.8,2,5,0.250,601.93,49.1,1
231.9,0,0,0.250,603.64,48.6,1
231.9,1,1,0.250,601.39,46.3,1
231.9,2,2,0.250,603.33,48.3,1
231.9,0,3,0.250,601.38,47.2,1
231.9,1,4,0.250,602.32,47.1,1
231.9,2,5,0.250,601.93,49.1,1
232.0,0,0,0.250,603.64,48.6,1
232.0,1,1,0.250,601.39,46.3,1
232.0,2,2,0.250,603.33,48.3,1
232.0,0,3,0.250,601.38,47.2,1
232.0,1,4,0.250,602.32,47.1,1
232.0,2,5,0.250,601.93,49.1,1
232.1,0,0,0.250,603.64,48.6,1
232.1,1,1,0.250,601.39,46.3,1
232.1,2,2,0.250,603.33,48.3,1
232.1,0,3,0.250,601.38,47.2,1
232.1,1,4,0.250,602.32,47.1,1
232.1,2,5,0.250,601.93,49.1,1
232.2,0,0,0.250,603.64,48.6,1
232.2,1,1,0.250,601.39,46.3,1
232.2,2,2,0.250,603.33,48.3,1
232.2,0,3,0.250,601.38,47.2,1
232.2,1,4,0.250,602.32,47.1,1
232.2,2,5,0.250,601.93,49.1,1
232.3,0,0,0.250,603.64,48.6,1
232.3,1,1,0.250,601.39,46.3,1
232.3,2,2,0.250,603.33,48.3,1
232.3,0,3,0.250,601.38,47.2,1
232.3,1,4,0.250,602.32,47.1,1
232.3,2,5,0.250,601.93,49.1,1
232.4,0,0,0.250,603.64,48.6,1
232.4,1,1,0.250,601.39,46.3,1
232.4,2,2,0.250,603.33,48.3,1
232.4,0,3,0.250,601.38,47.2,1
232.4,1,4,0.250,602.32,47.1,1
232.4,2,5,0.250,601.93,49.1,1
232.5,0,0,0.250,603.64,48.6,1
232.5,1,1,0.250,601.39,46.3,1
232.5,2,2,0.250,603.33,48.3,1
232.5,0,3,0.250,601.38,47.2,1
232.5,1,4,0.250,602.32,47.1,1
232.5,2,5,0.250,601.93,49.1,1
232.6,0,0,0.250,603.64,48.6,1
232.6,1,1,0.250,601.39,46.3,1
232.6,2,2,0.250,603.33,48.3,1
232.6,0,3,0.250,601.38,47.2,1
232.6,1,4,0.250,602.32,47.1,1
232.6,2,5,0.250,601.93,49.1,1
232.7,0,0,0.250,603.64,48.6,1
232.7,1,1,0.250,601.39,46.3,1
232.7,2,2,0.250,603.33,48.3,1
232.7,0,3,0.250,601.38,47.2,1
232.7,1,4,0.250,602.32,47.1,1
232.7,2,5,0.250,601.93,49.1,1
232.8,0,0,0.250,603.64,48.6,1
232.8,1,1,0.250,601.39,46.3,1
232.8,2,2,0.250,603.33,48.3,1
232.8,0,3,0.250,601.38,47.2,1
232.8,1,4,0.250,602.32,47.1,1
232.8,2,5,0.250,601.93,49.1,1
232.9,0,0,0.250,603.64,48.6,1
232.9,1,1,0.250,601.39,46.3,1
232.9,2,2,0.250,603.33,48.3,1
232.9,0,3,0.250,601.38,47.2,1
232.9,1,4,0.250,602.32,47.1,1
232.9,2,5,0.250,601.93,49.1,1
233.0,0,0,0.250,603.64,48.6,1
233.0,1,1,0.250,601.39,46.3,1
233.0,2,2,0.250,603.33,48.3,1
233.0,0,3,0.250,601.38,47.2,1
233.0,1,4,0.250,602.32,47.1,1
233.0,2,5,0.250,601.93,49.1,1
233.1,0,0,0.250,603.64,48.6,1
233.1,1,1,0.250,601.39,46.3,1
233.1,2,2,0.250,603.33,48.3,1
233.1,0,3,0.250,601.38,47.2,1
233.1,1,4,0.250,602.32,47.1,1
233.1,2,5,0.250,601.93,49.1,1
233.2,0,0,0.250,603.64,48.6,1
233.2,1,1,0.250,601.39,46.3,1
233.2,2,2,0.250,603.33,48.3,1
233.2,0,3,0.250,601.38,47.2,1
233.2,1,4,0.250,602.32,47.1,1
233.2,2,5,0.250,601.93,49.1,1
233.3,0,0,0.250,603.64,48.6,1
233.3,1,1,0.250,601.39,46.3,1
233.3,2,2,0.250,603.33,48.3,1
233.3,0,3,0.250,601.38,47.2,1
233.3,1,4,0.250,602.32,47.1,1
233.3,2,5,0.250,601.93,49.1,1
233.4,0,0,0.250,603.64,48.6,1
233.4,1,1,0.250,601.39,46.3,1
233.4,2,2,0.250,603.33,48.3,1
233.4,0,3,0.250,601.38,47.2,1
233.4,1,4,0.250,602.32,47.1,1
233.4,2,5,0.250,601.93,49.1,1
233.5,0,0,0.250,603.64,48.6,1
233.5,1,1,0.250,601.39,46.3,1
233.5,2,2,0.250,603.33,48.3,1
233.5,0,3,0.250,601.38,47.2,1
233.5,1,4,0.250,602.32,47.1,1
233.5,2,5,0.250,601.93,49.1,1
233.6,0,0,0.250,603.64,48.6,1
233.6,1,1,0.250,601.39,46.3,1
233.6,2,2,0.250,603.33,48.3,1
233.6,0,3,0.250,601.38,47.2,1
233.6,1,4,0.250,602.32,47.1,1
233.6,2,5,0.250,601.93,49.1,1
233.7,0,0,0.250,603.64,48.6,1
233.7,1,1,0.250,601.39,46.3,1
233.7,2,2,0.250,603.33,48.3,1
233.7,0,3,0.250,601.38,47.2,1
233.7,1,4,0.250,602.32,47.1,1
233.7,2,5,0.250,601.93,49.1,1
233.8,0,0,0.250,603.64,48.6,1
233.8,1,1,0.250,601.39,46.3,1
233.8,2,2,0.250,603.33,48.3,1
233.8,0,3,0.250,601.38,47.2,1
233.8,1,4,0.250,602.32,47.1,1
233.8,2,5,0.250,601.93,49.1,1
233.9,0,0,0.250,603.64,48.6,1
233.9,1,1,0.250,601.39,46.3,1
233.9,2,2,0.250,603.33,48.3,1
233.9,0,3,0.250,601.38,47.2,1
233.9,1,4,0.250,602.32,47.1,1
233.9,2,5,0.250,601.93,49.1,1
234.0,0,0,0.250,603.64,48.6,1
234.0,1,1,0.250,601.39,46.3,1
234.0,2,2,0.250,603.33,48.3,1
234.0,0,3,0.250,601.38,47.2,1
234.0,1,4,0.250,602.32,47.1,1
234.0,2,5,0.250,601.93,49.1,1
234.1,0,0,0.250,603.64,48.6,1
234.1,1,1,0.250,601.39,46.3,1
234.1,2,2,0.250,603.33,48.3,1
234.1,0,3,0.250,601.38,47.2,1
234.1,1,4,0.250,602.32,47.1,1
234.1,2,5,0.250,601.93,49.1,1
234.2,0,0,0.250,603.64,48.6,1
234.2,1,1,0.250,601.39,46.3,1
234.2,2,2,0.250,603.33,48.3,1
234.2,0,3,0.250,601.38,47.2,1
234.2,1,4,0.250,602.32,47.1,1
234.2,2,5,0.250,601.93,49.1,1
234.3,0,0,0.250,603.64,48.6,1
234.3,1,1,0.250,601.39,46.3,1
234.3,2,2,0.250,603.33,48.3,1
234.3,0,3,0.250,601.38,47.2,1
234.3,1,4,0.250,602.32,47.1,1
234.3,2,5,0.250,601.93,49.1,1
234.4,0,0,0.250,603.64,48.6,1
234.4,1,1,0.250,601.39,46.3,1
234.4,2,2,0.250,603.33,48.3,1
234.4,0,3,0.250,601.38,47.2,1
234.4,1,4,0.250,602.32,47.1,1
234.4,2,5,0.250,601.93,49.1,1
234.5,0,0,0.250,603.64,48.6,1
234.5,1,1,0.250,601.39,46.3,1
234.5,2,2,0.250,603.33,48.3,1
234.5,0,3,0.250,601.38,47.2,1
234.5,1,4,0.250,602.32,47.1,1
234.5,2,5,0.250,601.93,49.1,1
234.6,0,0,0.250,603.64,48.6,1
234.6,1,1,0.250,601.39,46.3,1
234.6,2,2,0.250,603.33,48.3,1
234.6,0,3,0.250,601.38,47.2,1
234.6,1,4,0.250,602.32,47.1,1
234.6,2,5,0.250,601.93,49.1,1
234.7,0,0,0.250,603.64,48.6,1
234.7,1,1,0.250,601.39,46.3,1
234.7,2,2,0.250,603.33,48.3,1
234.7,0,3,0.250,601.38,47.2,1
234.7,1,4,0.250,602.32,47.1,1
234.7,2,5,0.250,601.93,49.1,1
234.8,0,0,0.250,603.64,48.6,1
234.8,1,1,0.250,601.39,46.3,1
234.8,2,2,0.250,603.33,48.3,1
234.8,0,3,0.250,601.38,47.2,1
234.8,1,4,0.250,602.32,47.1,1
234.8,2,5,0.250,601.93,49.1,1
234.9,0,0,0.250,603.64,48.6,1
234.9,1,1,0.250,601.39,46.3,1
234.9,2,2,0.250,603.33,48.3,1
234.9,0,3,0.250,601.38,47.2,1
234.9,1,4,0.250,602.32,47.1,1
234.9,2,5,0.250,601.93,49.1,1
235.0,0,0,0.250,603.64,48.6,1
235.0,1,1,0.250,601.39,46.3,1
235.0,2,2,0.250,603.33,48.3,1
235.0,0,3,0.250,601.38,47.2,1
235.0,1,4,0.250,602.32,47.1,1
235.0,2,5,0.250,601.93,49.1,1
235.1,0,0,0.250,603.64,48.6,1
235.1,1,1,0.250,601.39,46.3,1
235.1,2,2,0.250,603.33,48.3,1
235.1,0,3,0.250,601.38,47.2,1
235.1,1,4,0.250,602.32,47.1,1
235.1,2,5,0.250,601.93,49.1,1
235.2,0,0,0.250,603.64,48.6,1
235.2,1,1,0.250,601.39,46.3,1
235.2,2,2,0.250,603.33,48.3,1
235.2,0,3,0.250,601.38,47.2,1
235.2,1,4,0.250,602.32,47.1,1
235.2,2,5,0.250,601.93,49.1,1
235.3,0,0,0.250,603.64,48.6,1
235.3,1,1,0.250,601.39,46.3,1
235.3,2,2,0.250,603.33,48.3,1
235.3,0,3,0.250,601.38,47.2,1
235.3,1,4,0.250,602.32,47.1,1
235.3,2,5,0.250,601.93,49.1,1
235.4,0,0,0.250,603.64,48.6,1
235.4,1,1,0.250,601.39,46.3,1
235.4,2,2,0.250,603.33,48.3,1
235.4,0,3,0.250,601.38,47.2,1
235.4,1,4,0.250,602.32,47.1,1
