host_id,timestamp,event_sequence,label,fault_type
10,2879,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
10,3496,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
10,1941,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
10,2485,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
10,1198,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
10,1822,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
10,1369,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
10,136,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
10,1362,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
10,3194,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
10,2144,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
10,728,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
10,2262,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
10,1311,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
10,2525,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
10,354,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
11,3112,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
11,2782,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
11,3335,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
11,3021,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
11,3306,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
11,152,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
11,1087,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
11,1528,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
11,357,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
11,1149,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
11,2633,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
11,2676,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
11,2106,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
11,936,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
11,308,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
12,2808,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, ERROR_NETWORK_TIMEOUT, RETRY, RETRY, REPLICATION_COMPLETED",Anomaly,NETWORK_TIMEOUT
12,892,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
12,746,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
12,1507,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
12,1952,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
12,2777,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
12,1499,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
12,2668,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
12,980,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
12,2785,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
12,1833,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
12,2240,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
12,117,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
12,2119,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
13,1522,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, ERROR_DISK_FAILURE, RECOVERBLOCK, RESTART",Anomaly,DISK_FAILURE
13,1512,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
13,2810,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
13,477,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
13,352,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
13,3349,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
13,197,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
13,841,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
13,1856,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
13,86,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
13,2286,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
13,783,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
13,1207,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
13,1032,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
13,540,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
13,1488,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
13,991,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
13,2980,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
13,2260,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
14,2628,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
14,2084,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
14,2593,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
14,1463,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
14,2546,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
14,3232,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
14,3498,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
14,2036,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
14,1257,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
14,195,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
14,2036,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
15,862,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, ERROR_DISK_FAILURE, RECOVERBLOCK, RESTART",Anomaly,DISK_FAILURE
15,319,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
15,289,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
15,2933,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
15,2956,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
15,3318,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
15,234,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
15,463,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
15,157,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
15,2663,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
15,234,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
15,748,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
15,3115,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
15,119,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
15,1434,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
15,2705,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
15,1744,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
15,450,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
15,396,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
16,3589,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
16,394,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
16,1523,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
16,2638,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
16,696,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
16,2122,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
16,3355,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
16,816,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
16,3402,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
16,1919,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
16,1071,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
17,2083,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
17,2134,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
17,208,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
17,3526,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
17,651,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
17,1218,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
17,1160,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
17,2839,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
17,1734,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
17,3193,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
17,2647,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
17,1777,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
17,847,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
17,1844,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
17,2955,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
17,3029,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
17,1449,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
17,2235,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
18,1844,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, ERROR_DISK_FAILURE, RECOVERBLOCK, RESTART",Anomaly,DISK_FAILURE
18,859,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
18,385,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
18,3030,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
18,539,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
18,2953,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
18,2292,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
18,655,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
18,1993,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
18,918,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
18,1743,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
18,1306,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
18,658,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
18,2403,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
19,1163,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
19,3248,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
19,565,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
19,1214,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
19,2731,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
19,1061,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
19,2422,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
19,265,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
19,1315,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
19,1960,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
19,3435,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
19,1955,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
19,2951,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
19,1129,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
19,2859,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
19,1655,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
19,3271,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
19,3123,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
19,2619,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
